config_id,status,comparison_strictness,estimate_u_max_pairs,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,0.879,112207.0,0.37,0.535714,0.685315,0.507772,0.583333,4.58,306.4
2,OK,0.777,279525.0,0.44,0.554386,0.851064,0.414508,0.557491,4.58,314.1
3,OK,0.9062,2256311.0,0.78,0.5,0.83908,0.378238,0.521429,5.29,352.3
4,OK,0.9498,149237.0,0.4,0.536145,0.680851,0.497409,0.57485,4.56,315.4
5,OK,0.8181,114708.0,0.53,0.533808,0.846154,0.398964,0.542254,4.59,312.4
6,OK,0.7612,1024968.0,0.43,0.56446,0.851064,0.414508,0.557491,5.11,346.7
7,OK,0.7074,249847.0,0.43,0.557491,0.854167,0.42487,0.567474,4.54,318.0
8,OK,0.882,1229937.0,0.39,0.545455,0.685714,0.497409,0.576577,5.35,348.7
9,OK,0.7617,1508451.0,0.44,0.56446,0.851064,0.414508,0.557491,5.29,351.4
10,OK,0.9266,103038.0,0.61,0.50365,0.806452,0.388601,0.524476,4.49,311.4
11,OK,0.9256,2490455.0,0.64,0.50365,0.797872,0.388601,0.522648,5.26,352.0
12,OK,0.7953,204625.0,0.43,0.557491,0.851064,0.414508,0.557491,4.54,311.1
13,OK,0.968,471182.0,0.41,0.55814,0.77193,0.455959,0.57329,4.67,324.3
14,OK,0.726,156110.0,0.45,0.552448,0.851064,0.414508,0.557491,4.54,315.5
15,OK,0.9373,1612323.0,0.33,0.535135,0.553672,0.507772,0.52973,5.28,348.3
16,OK,0.926,2880471.0,0.64,0.50365,0.797872,0.388601,0.522648,5.29,350.2
17,OK,0.8501,8835508.0,0.64,0.5,0.83908,0.378238,0.521429,5.27,348.3
18,OK,0.806,1270811.0,0.44,0.552901,0.824742,0.414508,0.551724,5.29,350.1
19,OK,0.9322,1725994.0,0.32,0.516624,0.529101,0.518135,0.52356,5.26,351.6
20,OK,0.9413,1427921.0,0.35,0.526316,0.602484,0.502591,0.548023,5.31,351.8
21,OK,0.8973,123494.0,0.4,0.506944,0.754717,0.414508,0.535117,4.81,311.7
22,OK,0.7638,379119.0,0.47,0.559441,0.851064,0.414508,0.557491,4.63,320.4
23,OK,0.7223,292133.0,0.42,0.557491,0.851064,0.414508,0.557491,4.62,318.2
24,OK,0.7283,359705.0,0.45,0.552448,0.851064,0.414508,0.557491,4.64,318.1
25,OK,0.878,536616.0,0.37,0.538462,0.671233,0.507772,0.578171,4.7,329.9
26,OK,0.8037,262430.0,0.45,0.552448,0.851064,0.414508,0.557491,4.6,317.7
27,OK,0.7748,7469803.0,0.44,0.554386,0.851064,0.414508,0.557491,5.25,352.4
28,OK,0.8814,1652958.0,0.38,0.543807,0.685714,0.497409,0.576577,5.27,349.4
29,OK,0.7479,2872457.0,0.44,0.56446,0.851064,0.414508,0.557491,5.22,351.4
30,OK,0.7458,573998.0,0.44,0.56446,0.852632,0.419689,0.5625,4.8,330.4
31,OK,0.9771,1905458.0,0.47,0.498221,0.760417,0.378238,0.50519,5.32,350.6
32,OK,0.8559,2340068.0,0.3,0.504673,0.514019,0.569948,0.540541,5.24,353.2
33,OK,0.936,3564509.0,0.33,0.535809,0.55,0.512953,0.530831,5.28,350.3
34,OK,0.7641,115931.0,0.44,0.559441,0.851064,0.414508,0.557491,4.45,311.3
35,OK,0.7883,343148.0,0.44,0.557491,0.854167,0.42487,0.567474,4.6,320.8
36,OK,0.7591,7688107.0,0.44,0.56446,0.851064,0.414508,0.557491,5.26,354.4
37,OK,0.9454,425947.0,0.38,0.528736,0.646667,0.502591,0.565598,4.62,317.8
38,OK,0.8835,618391.0,0.39,0.539877,0.688406,0.492228,0.574018,4.91,331.5
39,OK,0.9561,827377.0,0.4,0.542587,0.69697,0.476684,0.566154,4.97,338.5
40,OK,0.7742,311354.0,0.4,0.557491,0.85567,0.430052,0.572414,4.57,316.9
41,OK,0.8572,335338.0,0.29,0.503563,0.516908,0.554404,0.535,4.61,318.2
42,OK,0.8637,6246629.0,0.33,0.535065,0.548913,0.523316,0.535809,5.25,351.0
43,OK,0.8118,274562.0,0.41,0.542254,0.847826,0.404145,0.547368,4.6,312.3
44,OK,0.9793,1044846.0,0.49,0.555932,0.788991,0.445596,0.569536,5.06,348.4
45,OK,0.7255,124231.0,0.45,0.552448,0.851064,0.414508,0.557491,4.57,313.6
46,OK,0.7307,1798423.0,0.44,0.5625,0.854167,0.42487,0.567474,5.29,352.2
47,OK,0.9218,698746.0,0.79,0.5,0.83908,0.378238,0.521429,4.91,333.5
48,OK,0.7178,579747.0,0.44,0.557491,0.852632,0.419689,0.5625,4.81,330.5
49,OK,0.9789,1143480.0,0.48,0.5,0.78022,0.367876,0.5,5.24,351.5
50,OK,0.9719,5266952.0,0.42,0.550336,0.792793,0.455959,0.578947,5.26,354.4
