config_id,status,numPartitions,labelDataSampleSize,neg_ratio,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,48,0.2002,7.674,0.98,0.081218,0.15,0.058824,0.084507,108.41,214.5
2,OK,23,0.3009,7.6282,0.01,0.09,0.140625,0.058824,0.082949,107.84,215.0
3,OK,51,0.7666,5.9083,0.0,0.034627,0.017619,1.0,0.034627,106.91,200.9
4,OK,45,0.4797,1.2682,0.87,0.071429,0.5,0.084967,0.145251,112.19,222.0
5,OK,21,0.3094,6.4182,0.0,0.034627,0.017619,1.0,0.034627,102.93,200.8
6,OK,43,0.279,6.849,0.0,0.034627,0.017619,1.0,0.034627,111.06,200.2
7,OK,42,0.4776,5.0429,0.0,0.034627,0.017619,1.0,0.034627,104.4,198.6
8,OK,25,0.8285,1.0585,0.52,0.060606,0.5,0.052288,0.094675,107.87,220.6
9,OK,59,0.2437,4.8035,0.0,0.034627,0.017619,1.0,0.034627,105.87,201.6
10,OK,25,0.2399,9.6149,0.87,0.089109,0.142857,0.065359,0.089686,110.84,211.4
11,OK,29,0.192,4.4193,0.0,0.034627,0.017619,1.0,0.034627,105.83,203.4
12,OK,30,0.8627,6.4335,0.0,0.034627,0.017619,1.0,0.034627,105.42,200.3
13,OK,59,0.1391,5.1348,0.0,0.034627,0.017619,1.0,0.034627,108.03,201.6
14,OK,15,0.9758,4.4068,0.0,0.034627,0.017619,1.0,0.034627,108.0,200.9
15,OK,43,0.3639,6.6578,0.0,0.034627,0.017619,1.0,0.034627,123.96,201.3
16,OK,64,0.8755,6.1962,0.0,0.034627,0.017619,1.0,0.034627,108.92,201.5
17,OK,53,0.1626,6.9514,0.0,0.034627,0.017619,1.0,0.034627,106.01,200.6
18,OK,57,0.3604,1.7181,0.99,0.248804,0.471429,0.215686,0.295964,114.34,215.1
19,OK,22,0.8798,4.4211,0.0,0.034627,0.017619,1.0,0.034627,120.46,202.3
20,OK,37,0.6721,4.2835,0.0,0.034627,0.017619,1.0,0.034627,103.45,201.9
21,OK,31,0.4197,7.0316,0.0,0.034627,0.017619,1.0,0.034627,105.49,200.6
22,OK,52,0.943,6.8323,0.0,0.034627,0.017619,1.0,0.034627,105.54,201.4
23,OK,46,0.6715,5.8073,0.0,0.034627,0.017619,1.0,0.034627,104.91,199.3
24,OK,23,0.2471,4.4151,0.0,0.034627,0.017619,1.0,0.034627,105.88,201.5
25,OK,48,0.7193,2.9765,0.87,0.045977,0.12,0.019608,0.033708,109.32,215.4
26,OK,28,0.8586,7.984,0.01,0.099502,0.147541,0.058824,0.084112,107.77,215.3
27,OK,22,0.8396,8.2454,0.01,0.107317,0.147059,0.065359,0.090498,105.66,214.1
28,OK,33,0.341,2.8988,0.88,0.035294,0.130435,0.019608,0.034091,107.91,213.1
29,OK,44,0.8887,3.8321,0.0,0.034627,0.017619,1.0,0.034627,105.44,201.6
30,OK,49,0.5493,8.9621,0.01,0.089109,0.144928,0.065359,0.09009,108.75,214.8
31,OK,49,0.513,3.3839,0.01,0.466926,0.529915,0.405229,0.459259,110.68,212.9
32,OK,23,0.7705,5.8508,0.0,0.034627,0.017619,1.0,0.034627,104.43,201.4
33,OK,55,0.6261,9.0804,0.01,0.089552,0.153846,0.065359,0.091743,108.16,210.6
34,OK,33,0.4258,9.9759,0.81,0.089109,0.162162,0.078431,0.105727,106.83,215.4
35,OK,16,0.5586,1.8182,0.01,0.199005,0.426471,0.189542,0.262443,109.38,213.7
36,OK,11,0.875,2.3756,0.72,0.045714,0.214286,0.039216,0.066298,107.22,213.2
37,OK,18,0.8129,4.7994,0.0,0.034627,0.017619,1.0,0.034627,105.36,200.8
38,OK,12,0.4463,6.363,0.0,0.034627,0.017619,1.0,0.034627,102.41,201.0
39,OK,37,0.5762,9.7397,0.86,0.089109,0.144928,0.065359,0.09009,107.75,215.4
40,OK,63,0.9482,7.1226,0.01,0.037037,0.0625,0.006536,0.011834,111.14,201.1
41,OK,15,0.7135,5.8327,0.0,0.034627,0.017619,1.0,0.034627,107.41,200.2
42,OK,25,0.7917,4.0616,0.0,0.034627,0.017619,1.0,0.034627,105.94,202.3
43,OK,26,0.4913,5.0835,0.0,0.034627,0.017619,1.0,0.034627,102.91,200.8
44,OK,54,0.8883,3.3705,0.01,0.466926,0.529915,0.405229,0.459259,111.19,212.1
45,OK,40,0.7858,5.5691,0.0,0.034627,0.017619,1.0,0.034627,104.91,200.8
46,OK,14,0.8835,3.686,0.55,0.123711,0.217391,0.065359,0.100503,105.37,212.3
47,OK,48,0.5569,2.7902,0.0,0.034627,0.017619,1.0,0.034627,109.29,212.8
48,OK,31,0.7863,5.8544,0.0,0.034627,0.017619,1.0,0.034627,108.14,201.2
49,OK,57,0.9302,9.2664,0.01,0.089109,0.151515,0.065359,0.091324,108.35,212.0
50,OK,46,0.3917,1.1753,0.57,0.060606,0.533333,0.052288,0.095238,111.94,222.7
