dataset,config_id,csv_test_f1,pairwise_precision,pairwise_recall,pairwise_f1,bcubed_precision,bcubed_recall,bcubed_f1,n_entities,n_pred_pairs,n_gt_pairs,time_sec
D2,1,0.719101,0.634921,0.829016,0.719101,0.949104,0.98306,0.965784,1948,252,193,5167.21
