dataset,config_id,csv_test_f1,pairwise_precision,pairwise_recall,pairwise_f1,bcubed_precision,bcubed_recall,bcubed_f1,n_entities,n_pred_pairs,n_gt_pairs,time_sec
D5,1,0.872973,0.836788,0.912429,0.872973,0.992557,0.996376,0.994463,8554,386,354,3827.86
