config_id,status,base_model,loss_type,num_epochs,train_batch_size,learning_rate,warm_up_perc,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,sentence-transformers/all-distilroberta-v1,onlinecontrastive,1,32,2.607e-06,0.14,0.93,0.496879,0.315359,0.950739,0.47362,206.27,3279.3
2,OK,sentence-transformers/all-MiniLM-L6-v2,onlinecontrastive,2,16,1.124e-06,0.219,0.96,0.492462,0.312602,0.940887,0.469287,159.81,1475.5
3,OK,sentence-transformers/all-distilroberta-v1,onlinecontrastive,1,32,2.369e-06,0.589,0.93,0.496879,0.315359,0.950739,0.47362,208.5,3256.2
4,OK,sentence-transformers/all-MiniLM-L6-v2,onlinecontrastive,2,32,2.965e-06,0.215,0.97,0.493116,0.315359,0.950739,0.47362,123.24,1697.8
5,OK,sentence-transformers/all-MiniLM-L12-v2,onlinecontrastive,1,32,1.46e-06,0.847,0.96,0.495025,0.314332,0.950739,0.47246,120.25,2303.7
