config_id,status,matcher,n_estimators,max_depth,learning_rate,C,class_weight,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,SVM,,,,0.0036,none,0.21,0.212625,0.287234,0.134328,0.183051,25.48,1420.6
2,OK,GradientBoosting,164,6,0.2236,,,0.16,0.617117,0.560538,0.621891,0.589623,30.04,1417.4
3,OK,SVM,,,,5.05055,balanced,0.3,0.599553,0.502222,0.562189,0.530516,35.62,1416.8
4,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.95,1419.8
5,OK,LogisticRegression,,,,0.00144,balanced,0.63,0.525714,0.362776,0.572139,0.444015,24.89,1419.0
6,OK,GradientBoosting,169,18,0.1846,,,0.22,0.522565,0.523316,0.502488,0.51269,29.36,1418.9
7,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.72,1418.3
8,OK,GradientBoosting,416,19,0.1317,,,0.11,0.518692,0.517949,0.502488,0.510101,31.45,1417.8
9,OK,LogisticRegression,,,,0.88375,balanced,0.87,0.643357,0.55157,0.61194,0.580189,40.97,1414.6
10,OK,GradientBoosting,407,15,0.1087,,,0.99,0.542289,0.522472,0.462687,0.490765,33.08,1420.6
11,OK,GradientBoosting,160,12,0.0396,,,0.01,0.589641,0.464164,0.676617,0.550607,36.62,1417.5
12,OK,LogisticRegression,,,,0.00304,none,0.16,0.490872,0.37037,0.497512,0.424628,25.36,1419.6
13,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,24.24,1418.6
14,OK,DecisionTree,,3,,,none,0.14,0.584362,0.459184,0.671642,0.545455,24.04,1418.1
15,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.64,1419.7
16,OK,RandomForest,243,4,,,none,0.28,0.628931,0.516981,0.681592,0.587983,24.29,1419.4
17,OK,SVM,,,,1.23765,none,0.27,0.623853,0.565789,0.641791,0.601399,27.22,1420.2
18,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.69,1418.4
19,OK,GradientBoosting,410,4,0.0233,,,0.34,0.656036,0.61086,0.671642,0.63981,34.28,1419.1
20,OK,GradientBoosting,445,11,0.2957,,,0.02,0.649412,0.632124,0.606965,0.619289,33.48,1417.9
21,OK,GradientBoosting,493,5,0.1202,,,0.07,0.646825,0.508834,0.716418,0.595041,40.04,1417.1
22,OK,LogisticRegression,,,,1.50807,none,0.22,0.631579,0.501706,0.731343,0.595142,58.55,1418.7
23,OK,GradientBoosting,239,13,0.0708,,,0.08,0.57732,0.580645,0.537313,0.55814,44.19,1419.2
24,OK,DecisionTree,,4,,,balanced,0.88,0.591549,0.484211,0.686567,0.567901,23.43,1418.1
25,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.66,1417.3
26,OK,SVM,,,,0.01675,none,0.29,0.442049,0.496552,0.358209,0.416185,25.92,1421.5
27,OK,LogisticRegression,,,,0.02237,balanced,0.72,0.621094,0.507194,0.701493,0.588727,29.41,1419.2
28,OK,SVM,,,,0.04182,balanced,0.19,0.355056,0.260163,0.318408,0.286353,36.94,1419.1
29,OK,GradientBoosting,470,3,0.2435,,,0.13,0.613779,0.50519,0.726368,0.595918,32.75,1419.1
30,OK,LogisticRegression,,,,0.02181,balanced,0.72,0.623529,0.507194,0.701493,0.588727,30.33,1419.5
31,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.65,1421.0
32,OK,SVM,,,,0.03744,none,0.3,0.531579,0.576687,0.467662,0.516484,26.38,1415.7
33,OK,LogisticRegression,,,,26.51037,none,0.34,0.627358,0.542056,0.577114,0.559036,54.68,1416.1
34,OK,GradientBoosting,185,6,0.0815,,,0.18,0.655602,0.541353,0.716418,0.616702,31.61,1417.1
35,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,24.21,1419.3
36,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,24.3,1417.6
37,OK,DecisionTree,,20,,,none,0.01,0.519722,0.502674,0.467662,0.484536,24.74,1417.8
38,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,24.03,1419.1
39,OK,LogisticRegression,,,,0.06456,balanced,0.79,0.625793,0.529644,0.666667,0.590308,32.16,1421.4
40,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,23.66,1418.4
41,OK,LogisticRegression,,,,0.00285,balanced,0.68,0.561702,0.458678,0.552239,0.501129,27.96,1416.6
42,OK,RandomForest,128,7,,,none,0.3,0.640693,0.56,0.696517,0.620843,24.33,1420.8
43,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,24.11,1420.8
44,OK,RandomForest,247,14,,,none,0.28,0.65567,0.577519,0.741294,0.649237,25.28,1419.7
45,OK,NaiveBayes,,,,,,0.46,0.531915,0.367347,0.626866,0.463235,24.16,1417.7
46,OK,DecisionTree,,19,,,balanced,0.01,0.495192,0.5,0.552239,0.524823,24.0,1421.1
47,OK,SVM,,,,4.01429,none,0.27,0.637681,0.574879,0.59204,0.583333,27.38,1419.2
48,OK,SVM,,,,0.05022,none,0.41,0.548454,0.472119,0.631841,0.540426,26.11,1417.8
49,OK,LogisticRegression,,,,0.00618,balanced,0.67,0.596078,0.472222,0.676617,0.556237,27.49,1420.0
50,OK,SVM,,,,23.94775,none,0.28,0.63285,0.574879,0.59204,0.583333,27.26,1416.2
