config_id,status,neg_ratio,recall,index_predicates,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,6.7548,0.9025,False,0.0,0.031628,0.013195,1.0,0.026047,287.92,11779.1
2,OK,3.204,0.914,True,0.37,0.077922,0.0,0.0,0.0,293.21,11759.4
3,OK,7.0903,0.9892,True,0.0,0.031628,0.013195,1.0,0.026047,259.43,11784.3
4,OK,6.3144,0.9032,True,0.0,0.031628,0.013195,1.0,0.026047,315.48,11760.3
5,OK,2.9677,0.9505,True,0.34,0.06,0.0,0.0,0.0,261.31,11777.4
6,OK,6.0512,0.9716,False,0.0,0.031628,0.013195,1.0,0.026047,267.4,11791.6
7,OK,2.984,0.9589,True,0.34,0.06,0.0,0.0,0.0,270.88,11779.6
8,OK,7.8293,0.916,False,0.0,0.031628,0.013195,1.0,0.026047,308.09,11770.7
9,OK,4.0623,0.9155,False,0.0,0.031628,0.013195,1.0,0.026047,290.81,11784.2
10,OK,1.9199,0.938,False,0.48,0.074074,0.0,0.0,0.0,297.72,11775.4
11,OK,8.6274,0.9604,True,0.0,0.031628,0.013195,1.0,0.026047,274.02,11766.6
12,OK,7.5676,0.9536,False,0.0,0.031628,0.013195,1.0,0.026047,280.78,11786.7
13,OK,1.7092,0.9293,False,0.53,0.06993,0.0,0.0,0.0,289.7,11781.3
14,OK,6.1962,0.9705,True,0.0,0.031628,0.013195,1.0,0.026047,287.88,11779.1
15,OK,6.9514,0.9773,True,0.0,0.031628,0.013195,1.0,0.026047,296.94,11773.9
16,OK,8.6979,0.9866,False,0.0,0.031628,0.013195,1.0,0.026047,298.69,11779.2
17,OK,3.5018,0.9636,False,0.34,0.090226,0.0,0.0,0.0,262.54,11772.9
18,OK,2.4639,0.9355,False,0.45,0.077519,0.0,0.0,0.0,284.58,11772.6
19,OK,7.3164,0.9684,True,0.0,0.031628,0.013195,1.0,0.026047,272.42,11769.9
20,OK,6.4822,0.9171,True,0.0,0.031628,0.013195,1.0,0.026047,263.29,11775.4
21,OK,2.4706,0.9379,True,0.42,0.070175,0.0,0.0,0.0,296.11,11767.2
22,OK,7.1615,0.9843,True,0.0,0.031628,0.013195,1.0,0.026047,264.11,11764.9
23,OK,3.0614,0.9032,False,0.37,0.070588,0.0,0.0,0.0,261.23,11770.8
24,OK,4.6105,0.9066,False,0.0,0.031628,0.013195,1.0,0.026047,325.03,11784.6
25,OK,2.9136,0.9499,False,0.38,0.065574,0.0,0.0,0.0,307.26,11780.8
26,OK,2.2858,0.914,False,0.46,0.071429,0.0,0.0,0.0,307.25,11766.6
27,OK,7.7231,0.9428,False,0.0,0.031628,0.013195,1.0,0.026047,262.05,11782.4
28,OK,4.258,0.9997,True,0.19,0.032045,0.013359,1.0,0.026365,298.09,11772.4
29,OK,5.5857,0.9091,True,0.0,0.031628,0.013195,1.0,0.026047,269.95,11784.5
30,OK,8.7499,0.9153,True,0.0,0.031628,0.013195,1.0,0.026047,288.95,11781.9
31,OK,8.1287,0.9422,True,0.0,0.031628,0.013195,1.0,0.026047,259.57,11768.3
32,OK,4.4629,0.9596,False,0.0,0.031628,0.013195,1.0,0.026047,324.46,11784.4
33,OK,5.762,0.9971,True,0.0,0.031628,0.013195,1.0,0.026047,265.3,11778.8
34,OK,7.1226,0.9115,False,0.0,0.031628,0.013195,1.0,0.026047,261.57,11766.3
35,OK,7.9174,0.934,False,0.0,0.031628,0.013195,1.0,0.026047,269.96,11769.2
36,OK,4.9129,0.9454,False,0.0,0.031628,0.013195,1.0,0.026047,300.22,11789.4
37,OK,9.747,0.9762,True,0.0,0.031628,0.013195,1.0,0.026047,270.0,11767.2
38,OK,8.8347,0.9298,True,0.0,0.031628,0.013195,1.0,0.026047,297.36,11789.1
39,OK,2.3756,0.9763,True,0.45,0.073529,0.0,0.0,0.0,265.73,11772.8
40,OK,6.3905,0.9489,True,0.0,0.031628,0.013195,1.0,0.026047,295.64,11785.8
41,OK,9.3619,0.9879,False,0.0,0.031628,0.013195,1.0,0.026047,265.92,11798.3
42,OK,3.1551,0.9241,True,0.37,0.077419,0.0,0.0,0.0,288.74,11768.9
43,OK,1.7709,0.9486,True,0.53,0.073529,0.0,0.0,0.0,265.17,11779.4
44,OK,9.8019,0.9533,True,0.0,0.031628,0.013195,1.0,0.026047,266.78,11763.3
45,OK,2.1555,0.9475,True,0.45,0.076433,0.0,0.0,0.0,296.27,11776.2
46,OK,3.3855,0.9872,False,0.31,0.061856,0.0,0.0,0.0,296.9,11785.7
47,OK,9.6793,0.9929,True,0.0,0.031628,0.013195,1.0,0.026047,277.63,11780.7
48,OK,7.4165,0.9399,False,0.0,0.031628,0.013195,1.0,0.026047,273.14,11781.0
49,OK,4.9429,0.9518,True,0.0,0.031628,0.013195,1.0,0.026047,297.11,11767.3
50,OK,3.2312,0.9064,True,0.36,0.07362,0.0,0.0,0.0,322.08,11779.9
