config_id,status,neg_ratio,recall,index_predicates,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,6.7548,0.9025,False,0.0,0.974874,0.950495,1.0,0.974619,267.81,10131.5
2,OK,3.204,0.914,True,0.0,0.974874,0.950495,1.0,0.974619,288.92,10126.3
3,OK,7.0903,0.9892,True,0.0,0.974874,0.950495,1.0,0.974619,295.5,10121.2
4,OK,6.3144,0.9032,True,0.0,0.974874,0.950495,1.0,0.974619,301.02,10137.4
5,OK,2.9677,0.9505,True,0.0,0.974874,0.950495,1.0,0.974619,262.07,10126.0
6,OK,6.0512,0.9716,False,0.0,0.974874,0.950495,1.0,0.974619,277.87,10127.2
7,OK,2.984,0.9589,True,0.0,0.974874,0.950495,1.0,0.974619,287.4,10130.1
8,OK,7.8293,0.916,False,0.0,0.974874,0.950495,1.0,0.974619,304.85,10120.3
9,OK,4.0623,0.9155,False,0.0,0.974874,0.950495,1.0,0.974619,322.26,10125.3
10,OK,1.9199,0.938,False,0.0,0.974874,0.950495,1.0,0.974619,302.7,10125.3
11,OK,8.6274,0.9604,True,0.0,0.974874,0.950495,1.0,0.974619,300.33,10131.3
12,OK,7.5676,0.9536,False,0.0,0.974874,0.950495,1.0,0.974619,309.62,10130.0
13,OK,1.7092,0.9293,False,0.0,0.974874,0.950495,1.0,0.974619,261.53,10124.9
14,OK,6.1962,0.9705,True,0.0,0.974874,0.950495,1.0,0.974619,297.82,10112.2
15,OK,6.9514,0.9773,True,0.0,0.974874,0.950495,1.0,0.974619,261.27,10126.1
16,OK,8.6979,0.9866,False,0.0,0.974874,0.950495,1.0,0.974619,295.77,10124.6
17,OK,3.5018,0.9636,False,0.0,0.974874,0.950495,1.0,0.974619,276.83,10126.8
18,OK,2.4639,0.9355,False,0.0,0.974874,0.950495,1.0,0.974619,306.25,10134.6
19,OK,7.3164,0.9684,True,0.0,0.974874,0.950495,1.0,0.974619,292.96,10123.8
20,OK,6.4822,0.9171,True,0.0,0.974874,0.950495,1.0,0.974619,271.49,10125.2
21,OK,2.4706,0.9379,True,0.0,0.974874,0.950495,1.0,0.974619,275.41,10112.9
22,OK,7.1615,0.9843,True,0.0,0.974874,0.950495,1.0,0.974619,273.1,10124.5
23,OK,3.0614,0.9032,False,0.0,0.974874,0.950495,1.0,0.974619,281.13,10136.8
24,OK,4.6105,0.9066,False,0.0,0.974874,0.950495,1.0,0.974619,299.88,10125.7
25,OK,2.9136,0.9499,False,0.0,0.974874,0.950495,1.0,0.974619,293.91,10114.5
26,OK,2.2858,0.914,False,0.0,0.974874,0.950495,1.0,0.974619,286.53,10122.2
27,OK,7.7231,0.9428,False,0.0,0.974874,0.950495,1.0,0.974619,307.41,10131.1
28,OK,4.258,0.9997,True,0.0,0.974874,0.950495,1.0,0.974619,269.51,10126.6
29,OK,5.5857,0.9091,True,0.0,0.974874,0.950495,1.0,0.974619,292.25,10128.5
30,OK,8.7499,0.9153,True,0.0,0.974874,0.950495,1.0,0.974619,271.81,10124.7
31,OK,8.1287,0.9422,True,0.0,0.974874,0.950495,1.0,0.974619,253.66,10120.6
32,OK,4.4629,0.9596,False,0.0,0.974874,0.950495,1.0,0.974619,286.44,10134.0
33,OK,5.762,0.9971,True,0.0,0.974874,0.950495,1.0,0.974619,254.12,10125.7
34,OK,7.1226,0.9115,False,0.0,0.974874,0.950495,1.0,0.974619,353.11,10123.1
35,OK,7.9174,0.934,False,0.0,0.974874,0.950495,1.0,0.974619,281.53,10124.5
36,OK,4.9129,0.9454,False,0.0,0.974874,0.950495,1.0,0.974619,291.18,10129.7
37,OK,9.747,0.9762,True,0.0,0.974874,0.950495,1.0,0.974619,282.46,10125.5
38,OK,8.8347,0.9298,True,0.0,0.974874,0.950495,1.0,0.974619,262.56,10140.6
39,OK,2.3756,0.9763,True,0.0,0.974874,0.950495,1.0,0.974619,296.28,10124.8
40,OK,6.3905,0.9489,True,0.0,0.974874,0.950495,1.0,0.974619,296.23,10122.2
41,OK,9.3619,0.9879,False,0.0,0.974874,0.950495,1.0,0.974619,281.69,10121.0
42,OK,3.1551,0.9241,True,0.0,0.974874,0.950495,1.0,0.974619,304.42,10117.3
43,OK,1.7709,0.9486,True,0.0,0.974874,0.950495,1.0,0.974619,281.38,10120.4
44,OK,9.8019,0.9533,True,0.0,0.974874,0.950495,1.0,0.974619,267.62,10116.9
45,OK,2.1555,0.9475,True,0.0,0.974874,0.950495,1.0,0.974619,271.47,10123.5
46,OK,3.3855,0.9872,False,0.0,0.974874,0.950495,1.0,0.974619,279.31,10126.1
47,OK,9.6793,0.9929,True,0.0,0.974874,0.950495,1.0,0.974619,252.61,10122.1
48,OK,7.4165,0.9399,False,0.0,0.974874,0.950495,1.0,0.974619,287.67,10117.2
49,OK,4.9429,0.9518,True,0.0,0.974874,0.950495,1.0,0.974619,305.62,10128.5
50,OK,3.2312,0.9064,True,0.0,0.974874,0.950495,1.0,0.974619,301.97,10124.1
