config_id,status,ratio,comparison_cleaner,weighting_scheme,vectorizer,metric,tokenizer,qgram,clusterer,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
1,OK,0.6102,CardinalityEdgePruning,CBS,tfidf,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.37,0.285714,0.74359,0.144279,0.241667,38.18,721.2
2,OK,0.5422,CardinalityNodePruning,CN-CBS,tfidf,cosine,char_tokenizer,3,UniqueMappingClustering,0.19,0.618005,0.588477,0.711443,0.644144,44.76,745.6
3,OK,0.7652,CardinalityNodePruning,SNC,tfidf,cosine,char_tokenizer,5,ConnectedComponentsClustering,0.28,0.406897,0.695122,0.283582,0.402827,58.01,774.1
4,OK,0.5969,CardinalityNodePruning,CND,tf,cosine,char_tokenizer,2,UniqueMappingClustering,0.0,0.548544,0.533632,0.59204,0.561321,77.49,732.6
5,OK,0.8814,CardinalityNodePruning,SN-CBS,boolean,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.07,0.355556,0.623529,0.263682,0.370629,49.85,675.6
6,OK,0.9379,CardinalityNodePruning,EJS,tf,cosine,char_tokenizer,4,UniqueMappingClustering,0.1,0.614634,0.556485,0.661692,0.604545,74.98,773.5
7,OK,0.5206,CardinalityNodePruning,SNC,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.02,0.62069,0.631579,0.716418,0.671329,31.41,668.6
8,OK,0.6711,CardinalityEdgePruning,DICE,tf,cosine,word_tokenizer,3,UniqueMappingClustering,0.01,0.578811,0.647399,0.557214,0.59893,30.34,695.3
9,OK,0.8016,CardinalityNodePruning,SND,boolean,cosine,char_tokenizer,3,UniqueMappingClustering,0.18,0.576923,0.570815,0.661692,0.612903,38.51,761.6
10,OK,0.6708,CardinalityEdgePruning,ECBS,boolean,cosine,char_tokenizer,4,ConnectedComponentsClustering,0.25,0.387097,0.670732,0.273632,0.388693,35.9,773.4
11,OK,0.8623,CardinalityEdgePruning,ECBS,tf,cosine,word_tokenizer,2,UniqueMappingClustering,0.02,0.64486,0.638009,0.701493,0.668246,32.33,670.1
12,OK,0.5957,CardinalityEdgePruning,X2,tf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.343284,0.6875,0.273632,0.391459,29.91,699.3
13,OK,0.611,CardinalityEdgePruning,JS,boolean,cosine,word_tokenizer,5,UniqueMappingClustering,0.0,0.39604,0.629032,0.38806,0.48,29.57,704.6
14,OK,0.9488,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.05,0.645477,0.643192,0.681592,0.661836,35.02,670.8
15,OK,0.5688,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.04,0.621891,0.682292,0.651741,0.666667,35.42,669.9
16,OK,0.7381,CardinalityNodePruning,CNJ,boolean,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.61,0.305882,0.627451,0.159204,0.253968,39.38,733.5
17,OK,0.6321,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.05,0.62069,0.62963,0.676617,0.652278,31.22,670.2
18,OK,0.7285,CardinalityNodePruning,EJS,tfidf,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.610687,0.617347,0.60199,0.609572,30.52,698.0
19,OK,0.7427,CardinalityEdgePruning,JS,boolean,cosine,char_tokenizer,4,UniqueMappingClustering,0.09,0.594595,0.600877,0.681592,0.638695,36.16,776.3
20,OK,0.9181,CardinalityNodePruning,CN-CBS,tf,cosine,char_tokenizer,2,UniqueMappingClustering,0.4,0.515152,0.465812,0.542289,0.501149,45.13,731.0
21,OK,0.5385,CardinalityEdgePruning,X2,tf,cosine,char_tokenizer,3,UniqueMappingClustering,0.15,0.57561,0.589041,0.641791,0.614286,38.25,757.6
22,OK,0.9261,CardinalityEdgePruning,COSINE,tfidf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.343511,0.666667,0.258706,0.37276,30.17,702.7
23,OK,0.8208,CardinalityEdgePruning,X2,tf,cosine,word_tokenizer,5,UniqueMappingClustering,0.0,0.424051,0.677686,0.40796,0.509317,30.54,700.3
24,OK,0.6011,CardinalityNodePruning,SN-CBS,tf,cosine,char_tokenizer,3,UniqueMappingClustering,0.0,0.561743,0.572016,0.691542,0.626126,38.9,762.3
25,OK,0.8185,CardinalityEdgePruning,CBS,tfidf,cosine,char_tokenizer,2,UniqueMappingClustering,0.1,0.597531,0.586207,0.676617,0.628176,40.15,724.6
26,OK,0.5319,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.335821,0.7125,0.283582,0.405694,34.59,701.1
27,OK,0.8255,CardinalityEdgePruning,X2,boolean,cosine,word_tokenizer,3,UniqueMappingClustering,0.01,0.598958,0.628415,0.572139,0.598958,30.99,699.8
28,OK,0.5424,CardinalityNodePruning,CNJ,boolean,cosine,word_tokenizer,4,UniqueMappingClustering,0.0,0.495575,0.641892,0.472637,0.544413,29.55,703.3
29,OK,0.8887,CardinalityNodePruning,CNJ,tfidf,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.69,0.311787,0.633333,0.189055,0.291188,39.71,725.7
30,OK,0.6119,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.602597,0.639175,0.616915,0.627848,30.47,697.4
31,OK,0.7082,CardinalityNodePruning,CNC,tfidf,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.15,0.391608,0.674157,0.298507,0.413793,33.18,670.4
32,OK,0.936,CardinalityEdgePruning,COSINE,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.1,0.646081,0.634855,0.761194,0.692308,36.89,772.7
33,OK,0.8891,CardinalityNodePruning,SNJ,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.1,0.643026,0.640496,0.771144,0.699774,39.32,775.2
34,OK,0.9169,CardinalityEdgePruning,EJS,tf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.329502,0.662338,0.253731,0.366906,30.32,702.0
35,OK,0.6335,CardinalityNodePruning,CNC,tfidf,cosine,char_tokenizer,4,UniqueMappingClustering,0.13,0.644231,0.641026,0.746269,0.689655,37.0,764.6
