config_id,status,ratio,comparison_cleaner,weighting_scheme,vectorizer,metric,tokenizer,qgram,clusterer,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
11,OK,0.8623,CardinalityEdgePruning,ECBS,tf,cosine,word_tokenizer,2,UniqueMappingClustering,0.0,0.704,0.544892,0.866995,0.669202,44.26,3311.2
12,OK,0.5957,CardinalityEdgePruning,X2,tf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.584337,0.561538,0.359606,0.438438,36.96,3316.4
13,OK,0.611,CardinalityEdgePruning,JS,boolean,cosine,word_tokenizer,5,UniqueMappingClustering,0.0,0.530351,0.584158,0.29064,0.388158,37.36,3318.2
14,OK,0.9488,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.37,0.729412,0.541667,0.704433,0.61242,43.75,3314.9
15,OK,0.5688,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.0,0.567416,0.541401,0.418719,0.472222,37.43,3307.9
16,OK,0.7381,CardinalityNodePruning,CNJ,boolean,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.65,0.706173,0.567901,0.679803,0.618834,62.44,3836.0
17,OK,0.6321,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.37,0.72093,0.553903,0.73399,0.631356,43.62,3313.4
18,OK,0.7285,CardinalityNodePruning,EJS,tfidf,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.696742,0.556522,0.630542,0.591224,41.04,3324.1
19,OK,0.7427,CardinalityEdgePruning,JS,boolean,cosine,char_tokenizer,4,UniqueMappingClustering,0.6,0.568966,0.57931,0.413793,0.482759,43.53,3328.2
20,OK,0.9181,CardinalityNodePruning,CN-CBS,tf,cosine,char_tokenizer,2,UniqueMappingClustering,0.65,0.728051,0.536913,0.788177,0.638723,64.72,3837.4
21,OK,0.5385,CardinalityEdgePruning,X2,tf,cosine,char_tokenizer,3,UniqueMappingClustering,0.59,0.623037,0.559322,0.487685,0.521053,49.84,3310.6
22,OK,0.9261,CardinalityEdgePruning,COSINE,tfidf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.689119,0.567164,0.561576,0.564356,39.29,3317.7
23,OK,0.8208,CardinalityEdgePruning,X2,tf,cosine,word_tokenizer,5,UniqueMappingClustering,0.0,0.690722,0.567164,0.561576,0.564356,40.72,3317.9
24,OK,0.6011,CardinalityNodePruning,SN-CBS,tf,cosine,char_tokenizer,3,UniqueMappingClustering,0.67,0.7109,0.551587,0.684729,0.610989,55.86,3315.8
25,OK,0.8185,CardinalityEdgePruning,CBS,tfidf,cosine,char_tokenizer,2,UniqueMappingClustering,0.5,0.652968,0.555957,0.758621,0.641667,57.65,3825.8
26,OK,0.5319,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.527331,0.584158,0.29064,0.388158,35.62,3314.2
27,OK,0.8255,CardinalityEdgePruning,X2,boolean,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.702439,0.569565,0.64532,0.605081,41.89,3321.5
28,OK,0.5424,CardinalityNodePruning,CNJ,boolean,cosine,word_tokenizer,4,UniqueMappingClustering,0.06,0.642857,0.537234,0.497537,0.516624,39.89,3325.0
29,OK,0.8887,CardinalityNodePruning,CNJ,tfidf,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.66,0.686869,0.523364,0.551724,0.53717,61.56,3827.8
30,OK,0.6119,CardinalityNodePruning,SND,tfidf,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.698492,0.557018,0.625616,0.589327,40.94,3326.2
31,OK,0.7082,CardinalityNodePruning,CNC,tfidf,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.32,0.725118,0.596,0.73399,0.657837,44.86,3312.2
32,OK,0.936,CardinalityEdgePruning,COSINE,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.58,0.701525,0.540146,0.729064,0.620545,49.32,3342.6
33,OK,0.8891,CardinalityNodePruning,SNJ,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.59,0.701357,0.528736,0.679803,0.594828,51.54,3348.4
34,OK,0.9169,CardinalityEdgePruning,EJS,tf,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.648794,0.589474,0.551724,0.569975,39.33,3319.3
35,OK,0.6335,CardinalityNodePruning,CNC,tfidf,cosine,char_tokenizer,4,UniqueMappingClustering,0.61,0.698198,0.548638,0.694581,0.613043,51.72,3321.3
36,OK,0.7263,CardinalityEdgePruning,CBS,boolean,cosine,char_tokenizer,2,ConnectedComponentsClustering,0.65,0.515924,0.552632,0.310345,0.397476,50.98,3830.5
37,OK,0.5308,CardinalityEdgePruning,DICE,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.55,0.552326,0.578947,0.37931,0.458333,58.78,3378.7
38,OK,0.7605,CardinalityEdgePruning,X2,tfidf,cosine,char_tokenizer,5,UniqueMappingClustering,0.58,0.7,0.542435,0.724138,0.620253,109.67,3342.8
39,OK,0.8014,CardinalityNodePruning,CND,tf,cosine,char_tokenizer,4,UniqueMappingClustering,0.65,0.720379,0.55336,0.689655,0.614035,52.83,3331.3
40,OK,0.7058,CardinalityNodePruning,CNC,tfidf,cosine,char_tokenizer,5,ConnectedComponentsClustering,0.57,0.722892,0.584034,0.684729,0.630385,53.45,3383.4
41,OK,0.7276,CardinalityEdgePruning,CBS,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.0,0.550143,0.513158,0.384236,0.439437,38.38,3309.4
42,OK,0.571,CardinalityEdgePruning,JS,boolean,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.05,0.572308,0.615385,0.35468,0.45,36.77,3313.6
43,OK,0.619,CardinalityNodePruning,SN-CBS,tfidf,cosine,char_tokenizer,4,UniqueMappingClustering,0.61,0.693878,0.545455,0.679803,0.605263,52.07,3321.4
44,OK,0.5916,CardinalityNodePruning,SNC,boolean,cosine,word_tokenizer,5,ConnectedComponentsClustering,0.0,0.68254,0.564103,0.541872,0.552764,39.46,3325.5
45,OK,0.7854,CardinalityNodePruning,CN-CBS,tf,cosine,char_tokenizer,2,UniqueMappingClustering,0.65,0.728051,0.536667,0.793103,0.640159,63.91,3841.4
46,OK,0.5727,CardinalityNodePruning,CNC,tf,cosine,word_tokenizer,2,ConnectedComponentsClustering,0.34,0.724299,0.590361,0.724138,0.650442,43.4,3315.4
47,OK,0.7455,CardinalityEdgePruning,CBS,tf,cosine,char_tokenizer,5,UniqueMappingClustering,0.23,0.538889,0.52349,0.384236,0.443182,44.56,3361.3
48,OK,0.6641,CardinalityEdgePruning,CBS,tfidf,cosine,word_tokenizer,3,ConnectedComponentsClustering,0.33,0.529968,0.564103,0.325123,0.4125,36.95,3319.3
49,OK,0.6592,CardinalityEdgePruning,COSINE,boolean,cosine,word_tokenizer,3,UniqueMappingClustering,0.0,0.553846,0.584746,0.339901,0.429907,36.46,3324.3
50,OK,0.9393,CardinalityEdgePruning,DICE,tfidf,cosine,word_tokenizer,2,UniqueMappingClustering,0.37,0.725624,0.556777,0.748768,0.638655,44.48,3311.4
