config_id,status,matcher,n_estimators,max_depth,learning_rate,C,class_weight,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
34,OK,GradientBoosting,289,18,0.0829,,,0.99,0.728814,0.727273,0.663212,0.693767,38.24,314.8
35,OK,GradientBoosting,490,2,0.2073,,,0.85,0.821705,0.729469,0.782383,0.755,27.32,317.5
36,OK,LogisticRegression,,,,2.56184,none,0.26,0.768116,0.700893,0.813472,0.752998,24.76,317.7
37,OK,GradientBoosting,224,5,0.0951,,,0.87,0.772603,0.771429,0.699482,0.733696,28.56,315.2
38,OK,LogisticRegression,,,,0.18562,none,0.34,0.748011,0.734807,0.689119,0.71123,20.93,314.4
39,OK,GradientBoosting,440,7,0.1572,,,0.93,0.804408,0.779762,0.678756,0.725762,50.88,317.5
40,OK,LogisticRegression,,,,22.52127,none,0.58,0.783626,0.85906,0.663212,0.748538,33.87,314.9
41,OK,GradientBoosting,309,8,0.0543,,,0.55,0.797954,0.755102,0.766839,0.760925,43.1,317.7
42,OK,LogisticRegression,,,,0.49762,balanced,0.94,0.744304,0.720812,0.735751,0.728205,20.65,317.2
43,OK,GradientBoosting,215,17,0.0156,,,0.06,0.695444,0.625551,0.735751,0.67619,31.76,319.2
44,OK,RandomForest,499,11,,,balanced,0.63,0.770833,0.748663,0.725389,0.736842,18.28,315.4
45,OK,LogisticRegression,,,,0.01601,balanced,0.89,0.726287,0.718391,0.647668,0.681199,18.12,318.3
46,OK,LogisticRegression,,,,4.56602,balanced,0.94,0.759804,0.713592,0.761658,0.736842,20.33,316.0
47,OK,GradientBoosting,442,6,0.0472,,,0.57,0.786967,0.712919,0.772021,0.741294,46.17,316.3
48,OK,RandomForest,331,7,,,none,0.44,0.789916,0.809249,0.725389,0.765027,17.66,315.8
49,OK,GradientBoosting,496,15,0.2897,,,0.04,0.795699,0.777174,0.740933,0.758621,71.14,316.3
50,OK,GradientBoosting,436,8,0.2168,,,0.98,0.804533,0.81875,0.678756,0.74221,53.86,315.6
