config_id,status,matcher,n_estimators,max_depth,learning_rate,C,class_weight,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
23,OK,RandomForest,481,3,,,balanced,0.99,0.558491,0.975,0.408377,0.575646,43.41,481.0
24,OK,LogisticRegression,,,,10.59812,none,0.49,0.616487,0.965517,0.439791,0.604317,36.97,458.0
25,OK,RandomForest,83,8,,,none,0.5,0.623656,0.944444,0.445026,0.604982,36.81,470.3
26,OK,LogisticRegression,,,,1.89319,none,0.44,0.609929,0.954545,0.439791,0.602151,38.05,483.3
27,OK,GradientBoosting,284,6,0.0868,,,0.99,0.510578,0.335135,0.973822,0.49866,67.15,455.6
28,OK,LogisticRegression,,,,5.30817,none,0.4,0.614286,0.954545,0.439791,0.602151,37.64,482.6
29,OK,GradientBoosting,349,15,0.2704,,,0.99,0.515493,0.332731,0.963351,0.494624,78.06,473.7
30,OK,RandomForest,235,9,,,balanced,0.19,0.516393,0.33275,0.994764,0.498688,39.12,463.6
31,OK,GradientBoosting,302,4,0.2292,,,0.95,0.511236,0.331551,0.973822,0.494681,63.21,479.1
32,OK,LogisticRegression,,,,0.00581,balanced,0.99,0.541985,1.0,0.382199,0.55303,36.53,458.2
33,OK,GradientBoosting,266,4,0.1216,,,0.99,0.509859,0.335135,0.973822,0.49866,63.76,459.4
34,OK,GradientBoosting,289,18,0.0829,,,0.99,0.512605,0.334532,0.973822,0.497992,48.94,481.6
35,OK,GradientBoosting,490,2,0.2073,,,0.99,0.511955,0.335135,0.973822,0.49866,63.04,479.1
36,OK,LogisticRegression,,,,2.56184,none,0.47,0.614286,0.954545,0.439791,0.602151,37.06,477.7
37,OK,GradientBoosting,224,5,0.0951,,,0.02,0.512262,0.332162,0.989529,0.497368,56.9,472.1
38,OK,LogisticRegression,,,,0.18562,none,0.26,0.608392,0.823529,0.439791,0.573379,35.45,480.0
39,OK,GradientBoosting,440,7,0.1572,,,0.99,0.515493,0.335135,0.973822,0.49866,88.97,461.3
40,OK,LogisticRegression,,,,22.52127,none,0.43,0.616487,0.965517,0.439791,0.604317,37.84,482.7
41,OK,GradientBoosting,309,8,0.0543,,,0.99,0.515493,0.332731,0.963351,0.494624,61.8,483.6
42,OK,LogisticRegression,,,,0.49762,balanced,0.99,0.51831,0.332727,0.958115,0.493927,37.68,455.1
43,OK,GradientBoosting,215,17,0.0156,,,0.98,0.607143,0.954545,0.439791,0.602151,50.67,481.4
44,OK,RandomForest,499,11,,,balanced,0.11,0.516393,0.33042,0.989529,0.495413,43.52,488.7
45,OK,LogisticRegression,,,,0.01601,balanced,0.99,0.569288,0.962963,0.408377,0.573529,39.65,458.5
46,OK,LogisticRegression,,,,4.56602,balanced,0.99,0.510402,0.327957,0.958115,0.488652,37.03,454.6
47,OK,GradientBoosting,442,6,0.0472,,,0.99,0.512676,0.335135,0.973822,0.49866,81.42,500.3
48,OK,RandomForest,331,7,,,none,0.52,0.623656,0.955056,0.445026,0.607143,42.38,482.0
49,OK,GradientBoosting,496,15,0.2897,,,0.99,0.515493,0.332731,0.963351,0.494624,85.89,477.5
50,OK,GradientBoosting,436,8,0.2168,,,1.0,0.541985,0.986486,0.382199,0.550943,105.0,453.9
