config_id,status,matcher,n_estimators,max_depth,learning_rate,C,class_weight,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
18,OK,LogisticRegression,,,,0.07094,balanced,0.83,0.923645,0.969152,0.901914,0.934325,6.78,280.7
19,OK,GradientBoosting,186,4,0.1866,,,0.22,0.932704,0.920091,0.964115,0.941589,9.19,280.6
20,OK,LogisticRegression,,,,0.46849,balanced,0.84,0.927961,0.967419,0.923445,0.94492,7.29,282.7
21,OK,LogisticRegression,,,,0.20479,none,0.58,0.927785,0.967089,0.913876,0.939729,6.94,284.9
22,OK,GradientBoosting,402,19,0.0737,,,0.98,0.910649,0.967419,0.923445,0.94492,13.43,285.9
23,OK,RandomForest,481,3,,,balanced,0.76,0.923077,0.955882,0.933014,0.94431,7.4,278.9
24,OK,LogisticRegression,,,,10.59812,none,0.62,0.925926,0.972081,0.916268,0.94335,7.45,287.1
25,OK,RandomForest,83,8,,,none,0.31,0.935522,0.941452,0.961722,0.951479,6.58,283.3
26,OK,LogisticRegression,,,,1.89319,none,0.58,0.926829,0.972222,0.921053,0.945946,7.23,287.1
27,OK,GradientBoosting,284,6,0.0868,,,0.22,0.93253,0.943529,0.95933,0.951364,13.1,289.3
28,OK,LogisticRegression,,,,5.30817,none,0.6,0.926471,0.972222,0.921053,0.945946,7.59,283.7
29,OK,GradientBoosting,349,15,0.2704,,,0.01,0.910628,0.958838,0.947368,0.953069,10.67,284.5
30,OK,RandomForest,235,9,,,balanced,0.38,0.931604,0.941038,0.954545,0.947743,6.98,286.9
31,OK,GradientBoosting,302,4,0.2292,,,0.06,0.932862,0.924138,0.961722,0.942556,11.32,280.9
32,OK,LogisticRegression,,,,0.00581,balanced,0.68,0.911905,0.93674,0.921053,0.92883,6.59,288.6
33,OK,GradientBoosting,266,4,0.1216,,,0.5,0.93253,0.947867,0.956938,0.952381,10.69,290.4
34,OK,GradientBoosting,289,18,0.0829,,,0.84,0.909756,0.962687,0.925837,0.943902,12.19,279.3
35,OK,GradientBoosting,490,2,0.2073,,,0.74,0.92439,0.958537,0.940191,0.949275,10.35,280.0
36,OK,LogisticRegression,,,,2.56184,none,0.59,0.927961,0.972222,0.921053,0.945946,7.1,281.5
37,OK,GradientBoosting,224,5,0.0951,,,0.47,0.9375,0.954217,0.947368,0.95078,10.75,283.8
38,OK,LogisticRegression,,,,0.18562,none,0.58,0.927785,0.967005,0.911483,0.938424,7.31,279.9
39,OK,GradientBoosting,440,7,0.1572,,,0.13,0.932203,0.951807,0.944976,0.948379,18.33,285.2
40,OK,LogisticRegression,,,,22.52127,none,0.6,0.92629,0.967254,0.91866,0.942331,7.58,279.7
41,OK,GradientBoosting,309,8,0.0543,,,0.63,0.935287,0.960591,0.933014,0.946602,16.0,280.6
42,OK,LogisticRegression,,,,0.49762,balanced,0.83,0.927361,0.965174,0.92823,0.946341,7.04,278.9
43,OK,GradientBoosting,215,17,0.0156,,,0.06,0.909953,0.936471,0.952153,0.944247,12.42,284.9
44,OK,RandomForest,499,11,,,balanced,0.38,0.934289,0.952153,0.952153,0.952153,7.63,289.0
45,OK,LogisticRegression,,,,0.01601,balanced,0.77,0.91616,0.96144,0.894737,0.92689,6.68,283.8
46,OK,LogisticRegression,,,,4.56602,balanced,0.86,0.92439,0.9675,0.925837,0.94621,7.39,283.7
47,OK,GradientBoosting,442,6,0.0472,,,0.46,0.933495,0.947242,0.944976,0.946108,17.19,280.9
48,OK,RandomForest,331,7,,,none,0.38,0.93683,0.952153,0.952153,0.952153,7.34,280.9
49,OK,GradientBoosting,496,15,0.2897,,,0.02,0.912833,0.958738,0.944976,0.951807,12.65,279.5
50,OK,GradientBoosting,436,8,0.2168,,,0.01,0.93012,0.943262,0.954545,0.94887,14.63,281.9
