config_id,status,matcher,n_estimators,max_depth,learning_rate,C,class_weight,chosen_threshold,valid_f1,test_precision,test_recall,test_f1,time_sec,peak_mem_mb
33,OK,GradientBoosting,266,4,0.1216,,,0.81,0.642384,0.662252,0.653595,0.657895,41.3,405.0
34,OK,GradientBoosting,289,18,0.0829,,,0.86,0.687023,0.756303,0.588235,0.661765,54.89,404.9
35,OK,GradientBoosting,490,2,0.2073,,,0.86,0.673139,0.652174,0.686275,0.66879,40.4,415.1
36,OK,LogisticRegression,,,,2.56184,none,0.26,0.617647,0.527174,0.633987,0.575668,35.41,384.9
37,OK,GradientBoosting,224,5,0.0951,,,0.72,0.64127,0.641892,0.620915,0.631229,42.93,398.3
38,OK,LogisticRegression,,,,0.18562,none,0.22,0.572271,0.494681,0.607843,0.545455,26.0,406.3
39,OK,GradientBoosting,440,7,0.1572,,,0.54,0.678445,0.717391,0.647059,0.680412,88.13,418.6
40,OK,LogisticRegression,,,,22.52127,none,0.24,0.621469,0.522613,0.679739,0.590909,39.17,398.3
41,OK,GradientBoosting,309,8,0.0543,,,0.58,0.704319,0.658065,0.666667,0.662338,73.71,405.1
42,OK,LogisticRegression,,,,0.49762,balanced,0.95,0.602899,0.518717,0.633987,0.570588,36.62,414.5
43,OK,GradientBoosting,215,17,0.0156,,,0.44,0.643533,0.613497,0.653595,0.632911,59.24,406.4
44,OK,RandomForest,499,11,,,balanced,0.57,0.640719,0.585227,0.673203,0.62614,21.05,412.9
45,OK,LogisticRegression,,,,0.01601,balanced,0.9,0.552381,0.48503,0.529412,0.50625,26.55,421.7
46,OK,LogisticRegression,,,,4.56602,balanced,0.96,0.610465,0.508021,0.620915,0.558824,42.84,384.8
47,OK,GradientBoosting,442,6,0.0472,,,0.75,0.675585,0.673759,0.620915,0.646259,78.01,415.4
48,OK,RandomForest,331,7,,,none,0.42,0.707143,0.782946,0.660131,0.716312,20.09,418.7
49,OK,GradientBoosting,496,15,0.2897,,,0.07,0.692308,0.702899,0.633987,0.666667,40.85,412.6
50,OK,GradientBoosting,436,8,0.2168,,,0.83,0.712727,0.752,0.614379,0.676259,93.59,420.5
